file_path,label
/home/dczhang/anormaly_detection/images/normal/TTC_7_46.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_7_89.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_1_146.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_1_54.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_0_5.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_146.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_1_26.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_67.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_1_95.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_6_147.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_0_46.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_6_91.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_1_120.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_7_72.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_3_59.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_1_30.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_18.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_6_96.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_3_63.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_0_105.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_4_63.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_3_97.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_80.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_6_89.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_6_95.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_6_12.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_2_37.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_131.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_3_137.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_5_145.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_7_78.jpg,0
/home/dczhang/anormaly_detection/images/normal/TTC_4_12.jpg,0
